10000,Adams,X,Adams County Recorder,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11000,Alexander,X,Alexander County Recorder,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12000,Bond,X,Bond County Recorder,4,55.00,NULL,NULL,NULL,NULL,1.00,4,55.00,NULL,NULL,NULL,NULL,1.00,4,55.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13000,Boone,X,Boone County Recorder,4,45.00,NULL,NULL,NULL,NULL,1.00,4,45.00,NULL,NULL,NULL,NULL,1.00,4,45.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14000,Brown,X,Brown County Recorder,4,40.00,NULL,NULL,NULL,NULL,1.00,4,40.00,NULL,NULL,NULL,NULL,1.00,4,40.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15000,Bureau,X,Bureau County Recorder,4,47.00,NULL,NULL,NULL,NULL,1.00,4,47.00,NULL,NULL,NULL,NULL,1.00,4,47.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16000,Calhoun,X,Calhoun County Recorder,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17000,Carroll,X,Carroll County Recorder,4,50.00,NULL,NULL,NULL,NULL,1.00,4,50.00,NULL,NULL,NULL,NULL,1.00,4,50.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18000,Cass,X,Cass County Recorder,4,50.00,NULL,NULL,NULL,NULL,1.00,4,50.00,NULL,NULL,NULL,NULL,1.00,4,50.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19000,Champaign,X,Champaign County Recorder,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,4,35.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20000,Christian,X,Christian County Recorder,4,60.00,NULL,NULL,NULL,NULL,1.00,4,60.00,NULL,NULL,NULL,NULL,1.00,4,60.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21000,Clark,X,Clark County Recorder,4,40.00,NULL,NULL,NULL,NULL,1.00,4,40.00,NULL,NULL,NULL,NULL,1.00,4,40.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22000,Clay,X,Clay County Recorder,4,48.00,NULL,NULL,NULL,NULL,1.00,4,48.00,NULL,NULL,NULL,NULL,1.00,4,48.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23000,Clinton,X,Clinton County Recorder,4,37.00,NULL,NULL,NULL,NULL,1.00,4,37.00,NULL,NULL,NULL,NULL,1.00,4,37.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24000,Coles,X,Coles County Recorder,4,44.00,NULL,NULL,NULL,NULL,1.00,4,44.00,NULL,NULL,NULL,NULL,1.00,4,44.00,NULL,NULL,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24500,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,Mortgage            ,Deed                ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G  ,100,NULL,NULL
25000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Alsip               ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,100.00 ,3.500000  ,S,U,G  ,100,NULL,NULL
26000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Bartlet             ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,NULL,NULL,1000 ,100.00 ,3.500000  ,S,U,G  ,100,NULL,NULL
27000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Bedford Park        ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,50.00      ,     ,       ,          , , ,G  ,100,NULL,NULL
28000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Bellwood            ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,100,NULL,NULL
29000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Berkley             ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,NULL,NULL,1000 ,NULL,3.750000  ,S,U,G  ,100,NULL,NULL
30000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Berwyn              ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,10.000000 ,S,U,G  ,100,NULL,NULL
31000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Buffalo Grove       ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,3.000000  ,S,U,G  ,100,NULL,NULL
32000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Burbank             ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,100,NULL,NULL
33000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Burnham             ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,   ,NULL,NULL
34000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Calumet City        ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,NULL,NULL,1000 ,NULL,3.750000  ,S,U,G  ,100,NULL,NULL
35000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Calumet Park        ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,   ,NULL,NULL
36000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.250000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Chicago             ,X,Mortgage            ,Deed                ,City of Chicago Stamps        ,NULL,NULL,500  ,NULL,5.250000  ,S,U,G  ,0  ,${{SALEPRIC/500*1.50}},PRESS F9            
37000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Chicago Heights     ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,4.000000  ,S,U,G  ,100,NULL,NULL
38000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Cicero              ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,10.000000 ,S,U,G  ,100,NULL,NULL
39000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Country Club Hills  ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,50.00  ,5.000000  ,S,U,G  ,100,NULL,NULL
40000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Countryside         ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,50.00      ,           ,     ,       ,          , , ,G  ,   ,NULL,NULL
41000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Des Plaines         ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,2.000000  ,S,U,G  ,100,NULL,NULL
42000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Dolton              ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,10.00      ,     ,       ,          , , ,G  ,100,NULL,NULL
43000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,East Hazel Crest    ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,25.00      ,           ,     ,       ,          , , ,G  ,   ,NULL,NULL
44000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Elk Grove Villiage  ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,3.000000  ,S,U,G  ,100,NULL,NULL
45000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Elmhurst            ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,1.500000  ,S,U,G  ,100,NULL,NULL
46000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Elmwood Park        ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,100,NULL,NULL
47000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Evanston            ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,100,NULL,NULL
48000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Evergreen Park      ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,100.00 ,5.000000  ,S,U,G  ,100,NULL,NULL
49000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Franklin Park       ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,NULL,NULL,1000 ,NULL,3.750000  ,S,U,G  ,100,NULL,NULL
50000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Glenwood            ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,5.000000  ,S,U,G  ,100,NULL,NULL
51000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Hanover Park        ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,500  ,       ,1.500000  ,S,U,G  ,100,NULL,NULL
52000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Harvey              ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,NULL,NULL,1000 ,NULL,3.750000  ,S,U,G  ,100,NULL,NULL
53000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Harwood Heights     ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,1000 ,       ,10.000000 ,S,U,G  ,   ,NULL,NULL
54000,Cook,X,Cook County Recorder,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,2,48.50,NULL,NULL,NULL,NULL,2.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,0.25000,S,U,NULL,NULL,NULL,NULL,NULL,NULL,Hillside            ,X,Mortgage            ,Deed                ,City of {{TWNCTYOF}} Stamps   ,           ,           ,500  ,       ,3.750000  ,S,U,G  ,   ,NULL,NULL
